"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"611.52749.2",4.68723245114421e-90,0.667267939941667,0.881,0.606,2.49360766400872e-87,"611.52749","FAHFA(18:0/9-O-18:0);
FAHFA(18:0/12-O-18:0);
FAHFA(18:0/5-O-18:0);
FAHFA(18:0/7-O-18:0);
FAHFA(18:0/8-O-18:0);
FAHFA(18:0/10-O-18:0);
FAHFA(18:0/11-O-18:0);
FAHFA(18:0/13-O-18:0);
FAHFA(18:0/6-O-18:0)","HMDB0112112;
HMDB0112120;
HMDB0112128;
HMDB0112129;
HMDB0112130;
HMDB0112131;
HMDB0112132;
HMDB0112133;
HMDB0112177","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates",";
;
;
;
;
;
;
;
","*","neg"
"636.53041.3",7.4905302737361e-66,0.646932689699325,0.8,0.536,3.98496210562761e-63,"636.53041","Hexabromodiphenyl ethers;
2,2',4,4',5,5'-Hexabromodiphenyl ether;
2,2',4,4',5,6'-Hexabromodiphenyl ether","HMDB0037515;
HMDB0037525;
HMDB0037526","Benzenoids;
Benzenoids;
Benzenoids","Benzene and substituted derivatives;
Benzene and substituted derivatives;
Benzene and substituted derivatives","Diphenylethers;
Diphenylethers;
Diphenylethers",";
C18137;
C18138","*","neg"
"511.47310.1",7.66880809929149e-09,0.629604492811713,0.119,0.071,4.07980590882307e-06,"511.47310","10-Hydroxy-16-hentriacontanone","HMDB0032682","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,"*","neg"
"535.47290.3",4.93596952760537e-171,0.624422327753764,0.995,0.828,2.62593578868606e-168,"535.47290","FAHFA(18:1(9Z)/6-O-16:0)","HMDB0112175","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,"**","neg"
"559.47362.3",7.75730468613705e-220,0.619723860293777,1,0.924,4.12688609302491e-217,"559.47362","2-Hexadec-7-enylicosa-8,11-dienedioic acid","HMDB0255383","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,"**","neg"
"585.48911.4",2.12089581903456e-94,0.609990714529855,0.971,0.723,1.12831657572639e-91,"585.48911","(3-Fluorooxy-2-hexadecanoyloxypropyl) hexadecanoate","HMDB0260150","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"**","neg"
"283.25574.3",1.57546589708306e-46,0.607572739570132,0.65,0.436,8.3814785724819e-44,"283.25574",NA,NA,NA,NA,NA,NA,NA,"neg"
"588.50819.3",1.43588137366675e-12,0.604198339691559,0.169,0.097,7.6388889079071e-10,"588.50819",NA,NA,NA,NA,NA,NA,NA,"neg"
"589.52058.3",9.70049818508606e-57,0.598214281961959,0.813,0.549,5.16066503446578e-54,"589.52058","Polyoxyethylene dioleate","HMDB0032475","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"**","neg"
"447.25183.2",9.35402751342884e-62,0.577628817546708,0.821,0.587,4.97634263714414e-59,"447.25183","Algesterone acetophenide","HMDB0248135","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids",NA,"**","neg"
"317.22558.1",1.05043241484167e-10,0.577451566553658,0.146,0.085,5.5883004469577e-08,"317.22558","(Z)-13-Octadecenoic acid;
7Z-octadecenoic acid;
Octadec-9-enoic Acid","HMDB0041480;
HMDB0062242;
HMDB0062703","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates",";
;
","*","neg"
"284.26762.2",4.46262654882927e-46,0.576182912422488,0.699,0.489,2.37411732397717e-43,"284.26762",NA,NA,NA,NA,NA,NA,NA,"neg"
"155.10786.1",1.11793106590074e-21,0.565397721205164,0.396,0.259,5.94739327059195e-19,"155.10786","2,4-Nonanedione;
2-Nonenoic acid;
Hept-trans-2-en-1-yl acetate;
2-Hydroxy-2,6,6-trimethylcyclohexanone;
(E)-2-Ethyl heptenoate","HMDB0031263;
HMDB0031271;
HMDB0032307;
HMDB0037023;
HMDB0059840","Organic oxygen compounds;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Organic oxygen compounds;
Lipids and lipid-like molecules","Organooxygen compounds;
Fatty Acyls;
Carboxylic acids and derivatives;
Organooxygen compounds;
Fatty Acyls","Carbonyl compounds;
Fatty acids and conjugates;
Carboxylic acid derivatives;
Carbonyl compounds;
Fatty acid esters",";
;
;
;
","*","neg"
"329.23412.3",2.59694631717557e-11,0.557465967871927,0.19,0.119,1.3815754407374e-08,"329.23412","9,12,13-TriHOME;
9,10,13-TriHOME;
5,8,12-Trihydroxy-9-octadecenoic acid;
(9S,10E,12S,13S)-9,12,13-Trihydroxy-10-octadecenoic acid","HMDB0004708;
HMDB0004710;
HMDB0030936;
HMDB0038555","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates","C14833;
;
;
","*","neg"
"235.17043.2",9.2476765367389e-11,0.532458815149847,0.189,0.119,4.91976391754509e-08,"235.17043","Capsidiol","HMDB0002352","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09627","*","neg"
"188.06161.4",7.48388591528404e-36,0.51928275543228,0.532,0.324,3.98142730693111e-33,"188.06161",NA,NA,NA,NA,NA,NA,NA,"neg"
"164.95716.1",2.02279906324689e-17,0.499948266299277,0.301,0.181,1.07612910164735e-14,"164.95716",NA,NA,NA,NA,NA,NA,NA,"neg"
"281.24030.1",0.000307227262110953,0.499150797638964,0.107,0.076,0.163444903443027,"281.24030",NA,NA,NA,NA,NA,NA,NA,"neg"
"325.23891.3",2.06937707540438e-91,0.490232074494896,0.98,0.804,1.10090860411513e-88,"325.23891","1-Acetoxy-2-hydroxy-16-heptadecen-4-one;
Avocadyne 2-acetate;
Avocadyne 1-acetate;
Avocadyne 4-acetate","HMDB0031006;
HMDB0031047;
HMDB0031048;
HMDB0031049","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty alcohols;
Fatty alcohols;
Fatty alcohols;
Fatty alcohols",";
;
;
","*","neg"
"562.49336.3",3.20738362092411e-140,0.484648869286456,1,0.912,1.70632808633163e-137,"562.49336",NA,NA,NA,NA,NA,NA,NA,"neg"
"280.23683.3",4.09428416914119e-199,0.481610466959515,1,0.975,2.17815917798311e-196,"280.23683",NA,NA,NA,NA,NA,NA,NA,"neg"
"279.23269.3",2.89094330910337e-230,0.478780417796418,1,1,1.53798184044299e-227,"279.23269","FA(18:2);
Bovinic acid;
(9E,11E)-Octadecadienoic acid;
Linoelaidic acid;
Mangiferic acid;
5-Octadecynoic acid;
C18:2;
Octadecadienoate","HMDB0000673;
HMDB0003797;
HMDB0005047;
HMDB0006270;
HMDB0029800;
HMDB0031097;
HMDB0062238;
HMDB0062784","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Lineolic acids and derivatives;
Lineolic acids and derivatives;
Lineolic acids and derivatives;
Lineolic acids and derivatives;
Lineolic acids and derivatives;
Fatty acids and conjugates;
Lineolic acids and derivatives;
Lineolic acids and derivatives","C01595;
C04056;
;
;
;
;
;
","**","neg"
"304.23648.3",4.21413869796442e-113,0.476850480435641,0.999,0.872,2.24192178731707e-110,"304.23648",NA,NA,NA,NA,NA,NA,NA,"neg"
"638.54614.3",4.31426135423596e-20,0.470775085493675,0.481,0.328,2.29518704045353e-17,"638.54614",NA,NA,NA,NA,NA,NA,NA,"neg"
"561.49025.3",2.49906246846934e-174,0.466706210078447,1,0.971,1.32950123322569e-171,"561.49025","DG(33:1)","HMDB0007072","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","neg"
"590.52394.3",8.61615651540631e-08,0.465767119600735,0.173,0.116,4.58379526619616e-05,"590.52394",NA,NA,NA,NA,NA,NA,NA,"neg"
"277.21727.4",5.80448420978344e-123,0.465667070247498,0.997,0.902,3.08798559960479e-120,"277.21727","FA(18:3);
Calendic acid;
Punicic acid;
Linolenelaidic acid","HMDB0001388;
HMDB0030962;
HMDB0030963;
HMDB0030964","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Lineolic acids and derivatives;
Lineolic acids and derivatives;
Lineolic acids and derivatives;
Lineolic acids and derivatives","C06427;
;
;
","**","neg"
"537.48863.3",3.27748084102065e-120,0.462802796013955,0.999,0.888,1.74361980742298e-117,"537.48863","FAHFA(16:0/9-O-18:0);
FAHFA(16:0/5-O-18:0);
FAHFA(16:0/10-O-18:0);
FAHFA(16:0/12-O-18:0);
FAHFA(16:0/7-O-18:0);
FAHFA(16:0/8-O-18:0);
FAHFA(16:0/11-O-18:0);
FAHFA(16:0/13-O-18:0);
FAHFA(18:0/5-O-16:0);
FAHFA(18:0/7-O-16:0);
FAHFA(18:0/8-O-16:0);
FAHFA(18:0/9-O-16:0);
FAHFA(18:0/10-O-16:0);
FAHFA(18:0/11-O-16:0);
FAHFA(18:0/12-O-16:0);
FAHFA(18:0/13-O-16:0);
FAHFA(16:0/6-O-18:0);
FAHFA(18:0/6-O-16:0)","HMDB0112106;
HMDB0112107;
HMDB0112111;
HMDB0112113;
HMDB0112116;
HMDB0112118;
HMDB0112119;
HMDB0112121;
HMDB0112146;
HMDB0112147;
HMDB0112148;
HMDB0112149;
HMDB0112150;
HMDB0112151;
HMDB0112152;
HMDB0112153;
HMDB0112176;
HMDB0112179","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates",";
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
","**","neg"
"566.52416.3",1.39389206534747e-11,0.457864396022101,0.347,0.255,7.41550578764853e-09,"566.52416",NA,NA,NA,NA,NA,NA,NA,"neg"
"528.27329.2",2.26162056946668e-98,0.453511265007367,0.979,0.842,1.20318214295627e-95,"528.27329","(5Z)-7-[(1R,2R,5S)-5-Hydroxy-2-[(1E,3S,5Z)-3-hydroxyocta-1,5-dien-1-yl]-3-oxocyclopentyl]hept-5-enoylcarnitine","HMDB0241876","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids",NA,"**","neg"
"609.47517.2",5.47601476005227e-99,0.443113918120139,0.985,0.866,2.91323985234781e-96,"609.47517","DG(32:2)","HMDB0007016","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,"*","neg"
"307.26475.2",4.87777472137898e-70,0.438345882011589,0.979,0.795,2.59497615177362e-67,"307.26475","FA(20:2);
Sclareol;
8Z,11Z-eicosadienoic acid","HMDB0005060;
HMDB0036827;
HMDB0062432","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Prenol lipids;
Fatty Acyls","Fatty acids and conjugates;
Diterpenoids;
Fatty acids and conjugates","C16525;
C09183;
","**","neg"
"657.51185.3",6.68405949627006e-11,0.436795101474883,0.3,0.208,3.55591965201567e-08,"657.51185","DG(18:0/20:4(6E,8Z,11Z,14Z)+=O(5)/0:0);
DG(20:4(6E,8Z,11Z,14Z)+=O(5)/18:0/0:0);
DG(18:0/0:0/20:4(6E,8Z,11Z,14Z)+=O(5));
DG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/18:0);
DG(18:0/20:4(5Z,8Z,11Z,13E)+=O(15)/0:0);
DG(20:4(5Z,8Z,11Z,13E)+=O(15)/18:0/0:0);
DG(18:0/0:0/20:4(5Z,8Z,11Z,13E)+=O(15));
DG(20:4(5Z,8Z,11Z,13E)+=O(15)/0:0/18:0);
DG(18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0);
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/18:0/0:0);
DG(18:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R));
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0/18:0);
DG(18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0);
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/18:0/0:0);
DG(18:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18));
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0/18:0);
DG(18:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0);
DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/18:0/0:0);
DG(18:0/0:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12));
DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0/18:0);
DG(18:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0);
DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/18:0/0:0);
DG(18:0/0:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5));
DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0/18:0);
DG(i-18:0/20:4(6E,8Z,11Z,14Z)+=O(5)/0:0);
DG(20:4(6E,8Z,11Z,14Z)+=O(5)/i-18:0/0:0);
DG(i-18:0/0:0/20:4(6E,8Z,11Z,14Z)+=O(5));
DG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/i-18:0);
DG(i-18:0/20:4(5Z,8Z,11Z,13E)+=O(15)/0:0);
DG(20:4(5Z,8Z,11Z,13E)+=O(15)/i-18:0/0:0);
DG(i-18:0/0:0/20:4(5Z,8Z,11Z,13E)+=O(15));
DG(20:4(5Z,8Z,11Z,13E)+=O(15)/0:0/i-18:0);
DG(i-18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0);
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/i-18:0/0:0);
DG(i-18:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R));
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0/i-18:0);
DG(i-18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0);
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/i-18:0/0:0);
DG(i-18:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18));
DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0/i-18:0);
DG(i-18:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0);
DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/i-18:0/0:0);
DG(i-18:0/0:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12));
DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0/i-18:0);
DG(i-18:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0);
DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/i-18:0/0:0);
DG(i-18:0/0:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5));
DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0/i-18:0)","HMDB0295907;
HMDB0295908;
HMDB0295909;
HMDB0295910;
HMDB0295911;
HMDB0295912;
HMDB0295913;
HMDB0295914;
HMDB0295935;
HMDB0295936;
HMDB0295937;
HMDB0295938;
HMDB0295939;
HMDB0295940;
HMDB0295941;
HMDB0295942;
HMDB0295943;
HMDB0295944;
HMDB0295945;
HMDB0295946;
HMDB0295947;
HMDB0295948;
HMDB0295949;
HMDB0295950;
HMDB0299648;
HMDB0299649;
HMDB0299650;
HMDB0299651;
HMDB0299652;
HMDB0299653;
HMDB0299654;
HMDB0299655;
HMDB0299676;
HMDB0299677;
HMDB0299678;
HMDB0299679;
HMDB0299680;
HMDB0299681;
HMDB0299682;
HMDB0299683;
HMDB0299684;
HMDB0299685;
HMDB0299686;
HMDB0299687;
HMDB0299688;
HMDB0299689;
HMDB0299690;
HMDB0299691","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
","*","neg"
"417.26848.3",1.27534750181448e-14,0.436542035388817,0.429,0.312,6.78484870965302e-12,"417.26848",NA,NA,NA,NA,NA,NA,NA,"neg"
"305.24862.3",2.73347121894079e-118,0.43413228200182,0.999,0.908,1.4542066884765e-115,"305.24862","FA(20:3);
5,8,11-Eicosatrienoic acid;
Sciadonic acid;
Sagittariol","HMDB0002925;
HMDB0010378;
HMDB0031058;
HMDB0036835","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Prenol lipids","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Diterpenoids","C03242;
;
;
","**","neg"
"256.23637.2",2.21311144551005e-112,0.432081630937377,0.997,0.878,1.17737528901134e-109,"256.23637",NA,NA,NA,NA,NA,NA,NA,"neg"
"251.12894.1",5.83307136214476e-06,0.431721291529072,0.106,0.068,0.00310319396466101,"251.12894","2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione;
QH(2)","HMDB0033197;
HMDB0059661","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Prenol lipids;
Prenol lipids","Monoterpenoids;
Quinone and hydroquinone lipids",";
","*","neg"
"565.52030.4",5.82921433497527e-43,0.419345994346711,0.918,0.729,3.10114202620684e-40,"565.52030","FAHFA(18:0/9-O-18:0);
FAHFA(18:0/12-O-18:0);
FAHFA(18:0/5-O-18:0);
FAHFA(18:0/7-O-18:0);
FAHFA(18:0/8-O-18:0);
FAHFA(18:0/10-O-18:0);
FAHFA(18:0/11-O-18:0);
FAHFA(18:0/13-O-18:0);
FAHFA(18:0/6-O-18:0)","HMDB0112112;
HMDB0112120;
HMDB0112128;
HMDB0112129;
HMDB0112130;
HMDB0112131;
HMDB0112132;
HMDB0112133;
HMDB0112177","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates",";
;
;
;
;
;
;
;
","**","neg"
"301.16587.3",0.000155294638553309,0.403704246530798,0.123,0.089,0.0826167477103603,"301.16587","Glycerol tributanoate","HMDB0031094","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","C13870","*","neg"
"635.52732.3",1.93086102599309e-85,0.401297002818653,0.996,0.89,1.02721806582832e-82,"635.52732","DG(18:0/18:1(12Z)-O(9S,10R)/0:0);
DG(18:1(12Z)-O(9S,10R)/18:0/0:0);
DG(18:0/0:0/18:1(12Z)-O(9S,10R));
DG(18:1(12Z)-O(9S,10R)/0:0/18:0);
DG(18:0/18:1(9Z)-O(12,13)/0:0);
DG(18:1(9Z)-O(12,13)/18:0/0:0);
DG(18:0/0:0/18:1(9Z)-O(12,13));
DG(18:1(9Z)-O(12,13)/0:0/18:0);
DG(i-18:0/18:1(12Z)-O(9S,10R)/0:0);
DG(18:1(12Z)-O(9S,10R)/i-18:0/0:0);
DG(i-18:0/0:0/18:1(12Z)-O(9S,10R));
DG(18:1(12Z)-O(9S,10R)/0:0/i-18:0);
DG(i-18:0/18:1(9Z)-O(12,13)/0:0);
DG(18:1(9Z)-O(12,13)/i-18:0/0:0);
DG(i-18:0/0:0/18:1(9Z)-O(12,13));
DG(18:1(9Z)-O(12,13)/0:0/i-18:0)","HMDB0295927;
HMDB0295928;
HMDB0295929;
HMDB0295930;
HMDB0295931;
HMDB0295932;
HMDB0295933;
HMDB0295934;
HMDB0299668;
HMDB0299669;
HMDB0299670;
HMDB0299671;
HMDB0299672;
HMDB0299673;
HMDB0299674;
HMDB0299675","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
;
;
;
;
;
;
;
;
;
;
;
;
","*","neg"
"303.23278.3",6.78690142217003e-142,0.398954302938746,1,0.99,3.61063155659445e-139,"303.23278","FA(20:4);
Cis-8,11,14,17-Eicosatetraenoic acid","HMDB0001043;
HMDB0002177","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates","C00219;
","**","neg"
