	proteomics	transcriptome	color	pathway
gobp_antigen_processing_and_presentation_of_endogenous_peptide_antigen	3.113537349	3.962591697	others	gobp_antigen_processing_and_presentation_of_endogenous_peptide_antigen
gobp_antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_mhc_class_i_via_er_pathway	1.985695953	3.147185145	others	gobp_antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_mhc_class_i_via_er_pathway
gobp_antigen_processing_and_presentation_of_exogenous_antigen	3.556089422	4.339337323	others	gobp_antigen_processing_and_presentation_of_exogenous_antigen
gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen	3.514368248	4.084224845	others	gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen
gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_i	3.683363666	3.74655659	others	gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_i
gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_ii	3.350356255	4.079795157	others	gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_ii
gobp_antigen_processing_and_presentation_of_lipid_antigen_via_mhc_class_ib	0.602490447	-0.828552074	others	gobp_antigen_processing_and_presentation_of_lipid_antigen_via_mhc_class_ib
gobp_antigen_processing_and_presentation_of_peptide_antigen	3.755575159	4.989026633	others	gobp_antigen_processing_and_presentation_of_peptide_antigen
gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_i	4.071608361	5.231418636	others	gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_i
gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_ib	2.554216329	3.631899035	others	gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_ib
gobp_antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_mhc_class_ii	3.273604531	4.362065552	others	gobp_antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_mhc_class_ii
gobp_antigen_processing_and_presentation_via_mhc_class_ib	2.697658495	3.290970412	others	gobp_antigen_processing_and_presentation_via_mhc_class_ib
gobp_antigen_receptor_mediated_signaling_pathway	3.094714343	5.121905981	others	gobp_antigen_receptor_mediated_signaling_pathway
gobp_antimicrobial_humoral_immune_response_mediated_by_antimicrobial_peptide	0.843193512	4.829211315	others	gobp_antimicrobial_humoral_immune_response_mediated_by_antimicrobial_peptide
gobp_antimicrobial_humoral_response	0.688455547	4.134573559	others	gobp_antimicrobial_humoral_response
gobp_antimicrobial_peptide_production	0.932804613	0.111634422	others	gobp_antimicrobial_peptide_production
gobp_antiviral_innate_immune_response	1.359745588	3.216636968	others	gobp_antiviral_innate_immune_response
gobp_antral_ovarian_follicle_growth	-0.601525076	-0.461201051	others	gobp_antral_ovarian_follicle_growth
gobp_aorta_development	-3.470572316	-9.041285894	others	gobp_aorta_development
gobp_aorta_morphogenesis	-3.430229695	-9.396969952	others	gobp_aorta_morphogenesis
gobp_aorta_smooth_muscle_tissue_morphogenesis	-2.447211899	-4.977555077	others	gobp_aorta_smooth_muscle_tissue_morphogenesis
gobp_aortic_valve_morphogenesis	-3.306293488	-10.03627455	others	gobp_aortic_valve_morphogenesis
gobp_apical_junction_assembly	-5.242921291	-6.545493745	others	gobp_apical_junction_assembly
gobp_apical_protein_localization	-1.240432068	-6.523559606	others	gobp_apical_protein_localization
gobp_apolipoprotein_a_i_mediated_signaling_pathway	-0.078038597	2.583776563	others	gobp_apolipoprotein_a_i_mediated_signaling_pathway
gobp_apoptotic_cell_clearance	-1.428567072	0.786875216	others	gobp_apoptotic_cell_clearance
gobp_apoptotic_chromosome_condensation	-2.545406653	1.408678841	others	gobp_apoptotic_chromosome_condensation
gobp_apoptotic_dna_fragmentation	1.457679079	-0.308025331	others	gobp_apoptotic_dna_fragmentation
gobp_apoptotic_mitochondrial_changes	1.617266419	1.651309517	others	gobp_apoptotic_mitochondrial_changes
gobp_apoptotic_process_in_bone_marrow_cell	1.506133667	0.726885408	others	gobp_apoptotic_process_in_bone_marrow_cell
gobp_apoptotic_process_involved_in_blood_vessel_morphogenesis	1.382564064	0.936524756	others	gobp_apoptotic_process_involved_in_blood_vessel_morphogenesis
gobp_apoptotic_process_involved_in_development	-0.496675607	-3.910112476	others	gobp_apoptotic_process_involved_in_development
gobp_apoptotic_process_involved_in_heart_morphogenesis	-2.403386252	-5.864364559	others	gobp_apoptotic_process_involved_in_heart_morphogenesis
gobp_apoptotic_process_involved_in_morphogenesis	-0.538032158	-2.480128081	others	gobp_apoptotic_process_involved_in_morphogenesis
gobp_apoptotic_signaling_pathway	1.153000094	1.02319519	others	gobp_apoptotic_signaling_pathway
gobp_appendage_development	-2.035910987	-8.575264363	others	gobp_appendage_development
gobp_appendage_morphogenesis	-1.336545875	-8.062756199	others	gobp_appendage_morphogenesis
gobp_arachidonic_acid_metabolic_process	0.31963834	2.396566976	others	gobp_arachidonic_acid_metabolic_process
gobp_arachidonic_acid_secretion	0.000982479	-0.911206807	others	gobp_arachidonic_acid_secretion
gobp_arf_protein_signal_transduction	-1.182471091	-0.05599865	others	gobp_arf_protein_signal_transduction
gobp_arginine_biosynthetic_process	-0.468482598	-0.88019427	others	gobp_arginine_biosynthetic_process
gobp_arginine_catabolic_process	-4.302227939	-5.004795248	others	gobp_arginine_catabolic_process
gobp_arginine_metabolic_process	-2.544707465	-3.516836893	others	gobp_arginine_metabolic_process
gobp_aromatic_amino_acid_family_catabolic_process	1.00753001	3.571497764	others	gobp_aromatic_amino_acid_family_catabolic_process
gobp_aromatic_amino_acid_family_metabolic_process	0.456720347	3.341204221	others	gobp_aromatic_amino_acid_family_metabolic_process
gobp_aromatic_amino_acid_transport	2.304552237	1.127875447	others	gobp_aromatic_amino_acid_transport
gobp_arp2_3_complex_mediated_actin_nucleation	0.002659917	0.966687942	others	gobp_arp2_3_complex_mediated_actin_nucleation
gobp_arterial_endothelial_cell_differentiation	0.131903751	-7.826843261	others	gobp_arterial_endothelial_cell_differentiation
gobp_artery_development	-4.29093671	-8.978098654	others	gobp_artery_development
gobp_artery_morphogenesis	-4.024710004	-8.388218802	others	gobp_artery_morphogenesis
gobp_ascending_aorta_development	-1.275999305	-5.854963579	others	gobp_ascending_aorta_development
gobp_asparagine_metabolic_process	2.03595916	0.652658634	others	gobp_asparagine_metabolic_process
gobp_aspartate_family_amino_acid_biosynthetic_process	0.094646017	0.831423904	others	gobp_aspartate_family_amino_acid_biosynthetic_process
gobp_aspartate_family_amino_acid_catabolic_process	0.290759645	0.295404518	others	gobp_aspartate_family_amino_acid_catabolic_process
gobp_aspartate_family_amino_acid_metabolic_process	-0.007888466	0.127900529	others	gobp_aspartate_family_amino_acid_metabolic_process
gobp_aspartate_metabolic_process	-0.266188963	-0.801797446	others	gobp_aspartate_metabolic_process
gobp_aspartate_transmembrane_transport	-0.754464776	0.073466892	others	gobp_aspartate_transmembrane_transport
gobp_associative_learning	-2.804347045	-5.776499019	others	gobp_associative_learning
gobp_astral_microtubule_organization	-0.981642431	0.074131566	others	gobp_astral_microtubule_organization
gobp_astrocyte_activation	-0.365226111	-0.362892666	others	gobp_astrocyte_activation
gobp_astrocyte_cell_migration	-1.176084705	-0.065266963	others	gobp_astrocyte_cell_migration
gobp_astrocyte_development	-0.777141798	-2.906043565	others	gobp_astrocyte_development
gobp_astrocyte_differentiation	-0.668245897	-5.241332714	others	gobp_astrocyte_differentiation
gobp_asymmetric_cell_division	-0.709289494	1.420830743	others	gobp_asymmetric_cell_division
gobp_asymmetric_neuroblast_division	-1.557206569	-4.557294599	others	gobp_asymmetric_neuroblast_division
gobp_atf6_mediated_unfolded_protein_response	-1.312096303	-1.382100975	others	gobp_atf6_mediated_unfolded_protein_response
gobp_atp_biosynthetic_process	-0.206681268	0.523045087	others	gobp_atp_biosynthetic_process
gobp_atp_metabolic_process	0.999243635	2.314786546	others	gobp_atp_metabolic_process
gobp_atp_synthesis_coupled_electron_transport	1.219880715	2.418915275	others	gobp_atp_synthesis_coupled_electron_transport
gobp_atp_synthesis_coupled_proton_transport	1.329825288	0.541174049	others	gobp_atp_synthesis_coupled_proton_transport
gobp_atp_transport	-0.992459288	1.019478069	others	gobp_atp_transport
gobp_atrial_cardiac_muscle_cell_membrane_repolarization	-3.371426667	-4.109207756	others	gobp_atrial_cardiac_muscle_cell_membrane_repolarization
gobp_atrial_cardiac_muscle_cell_to_av_node_cell_signaling	-1.756487991	-7.96193525	others	gobp_atrial_cardiac_muscle_cell_to_av_node_cell_signaling
gobp_atrial_cardiac_muscle_tissue_development	-2.550149213	-9.320262859	others	gobp_atrial_cardiac_muscle_tissue_development
gobp_atrial_cardiac_muscle_tissue_morphogenesis	-4.009101846	-7.057577214	others	gobp_atrial_cardiac_muscle_tissue_morphogenesis
gobp_atrial_septum_development	-0.949276836	-5.274451032	others	gobp_atrial_septum_development
gobp_atrial_septum_morphogenesis	-2.403386252	-4.561044578	others	gobp_atrial_septum_morphogenesis
gobp_atrioventricular_canal_development	-2.558445382	-9.27244483	others	gobp_atrioventricular_canal_development
gobp_atrioventricular_node_development	-1.134939416	-5.390003941	others	gobp_atrioventricular_node_development
gobp_atrioventricular_valve_development	-2.396582816	-10.26811639	others	gobp_atrioventricular_valve_development
gobp_atrioventricular_valve_formation	-1.664261279	-7.873382368	others	gobp_atrioventricular_valve_formation
gobp_attachment_of_gpi_anchor_to_protein	2.173884992	-0.514569473	others	gobp_attachment_of_gpi_anchor_to_protein
gobp_attachment_of_mitotic_spindle_microtubules_to_kinetochore	0.666839366	4.9955589	others	gobp_attachment_of_mitotic_spindle_microtubules_to_kinetochore
gobp_attachment_of_spindle_microtubules_to_kinetochore	0.149716787	4.761083316	others	gobp_attachment_of_spindle_microtubules_to_kinetochore
gobp_auditory_receptor_cell_development	0.525903461	-0.252022589	others	gobp_auditory_receptor_cell_development
gobp_auditory_receptor_cell_morphogenesis	0.759467415	0.818834093	others	gobp_auditory_receptor_cell_morphogenesis
gobp_autocrine_signaling	0.382121988	-0.070380203	others	gobp_autocrine_signaling
gobp_autonomic_nervous_system_development	0.755739309	-7.587892824	others	gobp_autonomic_nervous_system_development
gobp_autophagic_cell_death	-0.034051196	3.90306393	others	gobp_autophagic_cell_death
gobp_autophagosome_lysosome_fusion	0.827658758	0.415127758	others	gobp_autophagosome_lysosome_fusion
gobp_autophagosome_maturation	1.907328695	1.194220915	others	gobp_autophagosome_maturation
gobp_autophagosome_membrane_docking	4.468790651	-0.442282318	others	gobp_autophagosome_membrane_docking
gobp_autophagosome_organization	0.315373417	0.77273596	others	gobp_autophagosome_organization
gobp_autophagy_of_mitochondrion	1.562475627	0.589045661	others	gobp_autophagy_of_mitochondrion
gobp_autophagy_of_nucleus	0.355879355	1.907720693	others	gobp_autophagy_of_nucleus
gobp_autophagy_of_peroxisome	0.595506244	1.117388202	others	gobp_autophagy_of_peroxisome
gobp_av_node_cell_to_bundle_of_his_cell_communication	-1.298060065	-9.305272383	others	gobp_av_node_cell_to_bundle_of_his_cell_communication
gobp_av_node_cell_to_bundle_of_his_cell_signaling	-1.298060065	-8.88088582	others	gobp_av_node_cell_to_bundle_of_his_cell_signaling
gobp_axial_mesoderm_development	-1.1359263	-5.059655462	others	gobp_axial_mesoderm_development
gobp_axis_elongation	-1.328646596	-4.878352421	others	gobp_axis_elongation
gobp_axis_specification	-3.457760645	-7.577679936	others	gobp_axis_specification
gobp_axo_dendritic_protein_transport	-0.59267434	-4.724292789	others	gobp_axo_dendritic_protein_transport
gobp_axo_dendritic_transport	-0.48723029	-2.179255795	others	gobp_axo_dendritic_transport
gobp_axon_choice_point_recognition	-2.856530103	-7.296196396	others	gobp_axon_choice_point_recognition
gobp_axon_development	-2.79741219	-6.351781391	others	gobp_axon_development
gobp_axon_ensheathment_in_central_nervous_system	1.295383935	-1.312733103	others	gobp_axon_ensheathment_in_central_nervous_system
gobp_axon_extension	-1.65734167	-5.912654761	others	gobp_axon_extension
gobp_axon_midline_choice_point_recognition	-2.856530103	-6.308875747	others	gobp_axon_midline_choice_point_recognition
gobp_axonal_fasciculation	0.390695705	-3.09382953	others	gobp_axonal_fasciculation
gobp_axonal_transport	0.292356068	-2.045354798	others	gobp_axonal_transport
gobp_axonal_transport_of_mitochondrion	1.372426685	-1.359484286	others	gobp_axonal_transport_of_mitochondrion
gobp_axonemal_dynein_complex_assembly	0.918789474	2.178020255	others	gobp_axonemal_dynein_complex_assembly
gobp_axoneme_assembly	1.141162024	2.751165008	others	gobp_axoneme_assembly
gobp_axonogenesis_involved_in_innervation	-0.707749605	-5.063330105	others	gobp_axonogenesis_involved_in_innervation
gobp_azole_transmembrane_transport	0.607262677	0.998975011	others	gobp_azole_transmembrane_transport
gobp_b_1_b_cell_differentiation	1.539247308	4.090763936	others	gobp_b_1_b_cell_differentiation
gobp_b_cell_activation	2.876669179	4.589252457	others	gobp_b_cell_activation
gobp_b_cell_activation_involved_in_immune_response	1.321881231	3.145062528	others	gobp_b_cell_activation_involved_in_immune_response
gobp_b_cell_apoptotic_process	1.723794596	2.718906263	others	gobp_b_cell_apoptotic_process
gobp_b_cell_chemotaxis	4.00518626	4.274479884	others	gobp_b_cell_chemotaxis
gobp_b_cell_differentiation	2.045724698	3.390380116	others	gobp_b_cell_differentiation
gobp_b_cell_homeostasis	1.464436716	2.835808985	others	gobp_b_cell_homeostasis
gobp_b_cell_lineage_commitment	-0.081638181	1.9461832	others	gobp_b_cell_lineage_commitment
gobp_b_cell_mediated_immunity	0.473908044	5.624469825	others	gobp_b_cell_mediated_immunity
gobp_b_cell_proliferation	3.07107256	5.355752954	others	gobp_b_cell_proliferation
gobp_b_cell_proliferation_involved_in_immune_response	0.989083378	1.299899732	others	gobp_b_cell_proliferation_involved_in_immune_response
gobp_b_cell_receptor_signaling_pathway	2.312842917	4.99007783	others	gobp_b_cell_receptor_signaling_pathway
gobp_barbed_end_actin_filament_capping	0.818816315	3.049852445	others	gobp_barbed_end_actin_filament_capping
gobp_base_conversion_or_substitution_editing	4.202527159	4.156910082	others	gobp_base_conversion_or_substitution_editing
gobp_base_excision_repair	1.694322404	3.414188189	others	gobp_base_excision_repair
gobp_base_excision_repair_ap_site_formation	0.374138872	2.950720819	others	gobp_base_excision_repair_ap_site_formation
gobp_base_excision_repair_gap_filling	1.472806354	1.888356083	others	gobp_base_excision_repair_gap_filling
gobp_basement_membrane_assembly	-3.834006747	-4.67432821	others	gobp_basement_membrane_assembly
gobp_basement_membrane_organization	-4.264609978	-4.684910418	others	gobp_basement_membrane_organization
gobp_basic_amino_acid_transport	0.889259406	1.691593941	others	gobp_basic_amino_acid_transport
gobp_behavior	-2.014804844	-7.218564143	others	gobp_behavior
gobp_behavioral_response_to_cocaine	1.351399016	1.366548087	others	gobp_behavioral_response_to_cocaine
gobp_behavioral_response_to_ethanol	-1.240236557	-3.222558193	others	gobp_behavioral_response_to_ethanol
gobp_behavioral_response_to_pain	-2.60266356	-2.580502352	others	gobp_behavioral_response_to_pain
gobp_benzene_containing_compound_metabolic_process	-1.190894789	1.925274945	others	gobp_benzene_containing_compound_metabolic_process
gobp_bergmann_glial_cell_differentiation	-0.190495962	-3.616899243	others	gobp_bergmann_glial_cell_differentiation
gobp_bicarbonate_transport	-2.446940765	0.294669147	others	gobp_bicarbonate_transport
gobp_bile_acid_and_bile_salt_transport	2.081900758	0.076026128	others	gobp_bile_acid_and_bile_salt_transport
gobp_bile_acid_biosynthetic_process	1.275026736	1.583813639	others	gobp_bile_acid_biosynthetic_process
gobp_bile_acid_metabolic_process	1.508022675	-0.633294174	others	gobp_bile_acid_metabolic_process
gobp_bile_acid_secretion	-0.831020395	-0.376596276	others	gobp_bile_acid_secretion
gobp_bile_acid_signaling_pathway	0.173098597	2.535716265	others	gobp_bile_acid_signaling_pathway
